日期,国家,确诊人数,治愈人数,死亡人数,新增确诊,新增治愈,新增死亡,现有确诊,扩散指数
2020/4/2,美国,244678,9058,5911,31306,584,1154,229709,0.156419724
2020/4/3,美国,276995,9772,7406,32317,714,1495,259817,0.140686695
2020/4/4,美国,311301,14694,8476,34306,4922,1070,288131,0.132039089
2020/2/2,挪威,0,0,0,0,0,0,0,0
2020/2/3,挪威,0,0,0,0,0,0,0,0
2020/2/4,挪威,0,0,0,0,0,0,0,0
2020/2/5,挪威,0,0,0,0,0,0,0,0
2020/2/6,挪威,0,0,0,0,0,0,0,0
2020/2/7,挪威,0,0,0,0,0,0,0,0
2020/2/8,挪威,0,0,0,0,0,0,0,0
2020/2/9,挪威,0,0,0,0,0,0,0,0
2020/2/10,挪威,0,0,0,0,0,0,0,0
2020/2/11,挪威,0,0,0,0,0,0,0,0
2020/2/12,挪威,0,0,0,0,0,0,0,0
2020/2/13,挪威,0,0,0,0,0,0,0,0
2020/2/14,挪威,0,0,0,0,0,0,0,0
2020/2/15,挪威,0,0,0,0,0,0,0,0
2020/2/16,挪威,0,0,0,0,0,0,0,0
2020/2/17,挪威,0,0,0,0,0,0,0,0
2020/2/18,挪威,0,0,0,0,0,0,0,0
2020/2/19,挪威,0,0,0,0,0,0,0,0
2020/2/20,挪威,0,0,0,0,0,0,0,0
2020/2/21,挪威,0,0,0,0,0,0,0,0
2020/2/22,挪威,0,0,0,0,0,0,0,0
2020/2/23,挪威,0,0,0,0,0,0,0,0
2020/2/24,挪威,0,0,0,0,0,0,0,0
2020/2/25,挪威,0,0,0,0,0,0,0,0
2020/2/26,挪威,0,0,0,0,0,0,0,0
2020/2/27,挪威,1,0,0,1,0,0,1,0
2020/2/28,挪威,5,0,0,4,0,0,5,4
2020/2/29,挪威,15,0,0,10,0,0,15,2
2020/3/1,挪威,19,0,0,4,0,0,19,0.266666667
2020/3/2,挪威,25,0,0,6,0,0,25,0.315789474
2020/3/3,挪威,33,0,0,8,0,0,33,0.32
2020/3/4,挪威,56,0,0,23,0,0,56,0.696969697
2020/3/5,挪威,86,0,0,30,0,0,86,0.535714286
2020/3/6,挪威,113,0,0,27,0,0,113,0.313953488
2020/3/7,挪威,147,0,0,34,0,0,147,0.300884956
2020/3/8,挪威,169,0,0,22,0,0,169,0.149659864
2020/3/9,挪威,176,0,0,7,0,0,176,0.041420118
2020/3/10,挪威,400,1,0,224,1,0,399,1.272727273
2020/3/11,挪威,489,1,0,89,0,0,488,0.223057644
2020/3/12,挪威,800,1,1,311,0,1,798,0.637295082
2020/3/13,挪威,800,1,1,0,0,0,798,0
2020/3/14,挪威,996,1,1,196,0,0,994,0.245614035
2020/3/15,挪威,1234,1,3,238,0,2,1230,0.23943662
2020/3/16,挪威,1331,1,3,97,0,0,1327,0.078861789
2020/3/17,挪威,1331,1,3,0,0,0,1327,0
2020/3/18,挪威,1589,1,6,258,0,3,1582,0.194423512
2020/3/19,挪威,1790,1,7,201,0,1,1782,0.127054362
2020/3/20,挪威,1950,1,7,160,0,0,1942,0.089786756
2020/3/21,挪威,2164,1,7,214,0,0,2156,0.110195675
2020/3/22,挪威,2262,1,7,98,0,0,2254,0.045454545
2020/3/23,挪威,2573,1,10,311,0,3,2562,0.13797693
2020/3/24,挪威,2796,1,12,223,0,2,2783,0.087041374
2020/3/25,挪威,3041,1,14,245,0,2,3026,0.088034495
2020/3/26,挪威,3315,1,14,274,0,0,3300,0.090548579
2020/3/27,挪威,3721,1,19,406,0,5,3701,0.123030303
2020/3/28,挪威,4015,7,23,294,6,4,3985,0.07943799
2020/3/29,挪威,4281,7,25,266,0,2,4249,0.066750314
2020/3/30,挪威,4445,12,32,164,5,7,4401,0.038597317
2020/3/31,挪威,4641,13,39,196,1,7,4589,0.044535333
2020/4/1,挪威,4863,13,44,222,0,5,4806,0.048376553
2020/4/2,挪威,5147,32,50,284,19,6,5065,0.059092801
2020/4/3,挪威,5370,32,59,223,0,9,5279,0.044027641
2020/4/4,挪威,5550,32,62,180,0,3,5456,0.034097367
2020/2/2,葡萄牙,0,0,0,0,0,0,0,0
2020/2/3,葡萄牙,0,0,0,0,0,0,0,0
2020/2/4,葡萄牙,0,0,0,0,0,0,0,0
2020/2/5,葡萄牙,0,0,0,0,0,0,0,0
2020/2/6,葡萄牙,0,0,0,0,0,0,0,0
2020/2/7,葡萄牙,0,0,0,0,0,0,0,0
2020/2/8,葡萄牙,0,0,0,0,0,0,0,0
2020/2/9,葡萄牙,0,0,0,0,0,0,0,0
2020/2/10,葡萄牙,0,0,0,0,0,0,0,0
2020/2/11,葡萄牙,0,0,0,0,0,0,0,0
2020/2/12,葡萄牙,0,0,0,0,0,0,0,0
2020/2/13,葡萄牙,0,0,0,0,0,0,0,0
2020/2/14,葡萄牙,0,0,0,0,0,0,0,0
2020/2/15,葡萄牙,0,0,0,0,0,0,0,0
2020/2/16,葡萄牙,0,0,0,0,0,0,0,0
2020/2/17,葡萄牙,0,0,0,0,0,0,0,0
2020/2/18,葡萄牙,0,0,0,0,0,0,0,0
2020/2/19,葡萄牙,0,0,0,0,0,0,0,0
2020/2/20,葡萄牙,0,0,0,0,0,0,0,0
2020/2/21,葡萄牙,0,0,0,0,0,0,0,0
2020/2/22,葡萄牙,0,0,0,0,0,0,0,0
2020/2/23,葡萄牙,0,0,0,0,0,0,0,0
2020/2/24,葡萄牙,0,0,0,0,0,0,0,0
2020/2/25,葡萄牙,0,0,0,0,0,0,0,0
2020/2/26,葡萄牙,0,0,0,0,0,0,0,0
2020/2/27,葡萄牙,0,0,0,0,0,0,0,0
2020/2/28,葡萄牙,0,0,0,0,0,0,0,0
2020/2/29,葡萄牙,0,0,0,0,0,0,0,0
2020/3/1,葡萄牙,0,0,0,0,0,0,0,0
2020/3/2,葡萄牙,2,0,0,2,0,0,2,0
2020/3/3,葡萄牙,2,0,0,0,0,0,2,0
2020/3/4,葡萄牙,5,0,0,3,0,0,5,1.5
2020/3/5,葡萄牙,5,0,0,0,0,0,5,0
2020/3/6,葡萄牙,8,0,0,3,0,0,8,0.6
2020/3/7,葡萄牙,15,0,0,7,0,0,15,0.875
2020/3/8,葡萄牙,30,0,0,15,0,0,30,1
2020/3/9,葡萄牙,30,0,0,0,0,0,30,0
2020/3/10,葡萄牙,30,0,0,0,0,0,30,0
2020/3/11,葡萄牙,59,0,0,29,0,0,59,0.966666667
2020/3/12,葡萄牙,59,0,0,0,0,0,59,0
2020/3/13,葡萄牙,112,0,0,53,0,0,112,0.898305085
2020/3/14,葡萄牙,112,0,0,0,0,0,112,0
2020/3/15,葡萄牙,245,2,0,133,2,0,243,1.1875
2020/3/16,葡萄牙,331,3,0,86,1,0,328,0.353909465
2020/3/17,葡萄牙,448,3,1,117,0,1,444,0.356707317
2020/3/18,葡萄牙,642,4,2,194,1,1,636,0.436936937
2020/3/19,葡萄牙,785,4,2,143,0,0,779,0.224842767
2020/3/20,葡萄牙,1020,5,6,235,1,4,1009,0.301668806
2020/3/21,葡萄牙,1280,5,12,260,0,6,1263,0.257680872
2020/3/22,葡萄牙,1600,5,14,320,0,2,1581,0.253365004
2020/3/23,葡萄牙,2060,5,23,460,0,9,2032,0.290955092
2020/3/24,葡萄牙,2362,5,29,302,0,6,2328,0.148622047
2020/3/25,葡萄牙,2995,22,43,633,17,14,2930,0.271907216
2020/3/26,葡萄牙,3544,43,60,549,21,17,3441,0.187372014
2020/3/27,葡萄牙,4268,43,76,724,0,16,4149,0.210403952
2020/3/28,葡萄牙,5170,43,100,902,0,24,5027,0.217401784
2020/3/29,葡萄牙,5962,43,119,792,0,19,5800,0.157549234
2020/3/30,葡萄牙,6408,43,140,446,0,21,6225,0.076896552
2020/3/31,葡萄牙,7443,43,160,1035,0,20,7240,0.16626506
2020/4/1,葡萄牙,8251,43,187,808,0,27,8021,0.11160221
2020/4/2,葡萄牙,9034,68,209,783,25,22,8757,0.097618751
2020/4/3,葡萄牙,9886,68,246,852,0,37,9572,0.097293594
2020/4/4,葡萄牙,10524,75,266,638,7,20,10183,0.066652737
2020/2/2,日本,20,1,0,0,0,0,19,0
2020/2/3,日本,20,1,0,0,0,0,19,0
2020/2/4,日本,22,1,0,2,0,0,21,0.105263158
2020/2/5,日本,35,1,0,13,0,0,34,0.619047619
2020/2/6,日本,40,1,0,5,0,0,39,0.147058824
2020/2/7,日本,86,1,0,46,0,0,85,1.179487179
2020/2/8,日本,86,1,0,0,0,0,85,0
2020/2/9,日本,96,1,0,10,0,0,95,0.117647059
2020/2/10,日本,150,1,0,54,0,0,149,0.568421053
2020/2/11,日本,161,1,0,11,0,0,160,0.073825503
2020/2/12,日本,203,1,0,42,0,0,202,0.2625
2020/2/13,日本,247,1,1,44,0,1,245,0.217821782
2020/2/14,日本,259,1,1,12,0,0,257,0.048979592
2020/2/15,日本,338,1,1,79,0,0,336,0.307392996
2020/2/16,日本,414,1,1,76,0,0,412,0.226190476
2020/2/17,日本,520,1,1,106,0,0,518,0.257281553
2020/2/18,日本,616,1,1,96,0,0,614,0.185328185
2020/2/19,日本,705,1,1,89,0,0,703,0.14495114
2020/2/20,日本,728,1,3,23,0,2,724,0.032716927
2020/2/21,日本,743,1,3,15,0,0,739,0.020718232
2020/2/22,日本,769,1,3,26,0,0,765,0.035182679
2020/2/23,日本,838,1,4,69,0,1,833,0.090196078
2020/2/24,日本,850,1,4,12,0,0,845,0.014405762
2020/2/25,日本,861,1,4,11,0,0,856,0.013017751
2020/2/26,日本,894,1,5,33,0,1,888,0.038551402
2020/2/27,日本,919,1,8,25,0,3,910,0.028153153
2020/2/28,日本,942,42,11,23,41,3,889,0.025274725
2020/2/29,日本,946,42,11,4,0,0,893,0.004499438
2020/3/1,日本,961,42,12,15,0,1,907,0.016797312
2020/3/2,日本,980,42,12,19,0,0,926,0.020948181
2020/3/3,日本,1000,42,12,20,0,0,946,0.021598272
2020/3/4,日本,1037,42,12,37,0,0,983,0.039112051
2020/3/5,日本,1037,42,12,0,0,0,983,0
2020/3/6,日本,1112,42,12,75,0,0,1058,0.07629705
2020/3/7,日本,1137,42,14,25,0,2,1081,0.02362949
2020/3/8,日本,1190,42,14,53,0,0,1134,0.049028677
2020/3/9,日本,1210,90,15,20,48,1,1105,0.017636684
2020/3/10,日本,1277,111,19,67,21,4,1147,0.060633484
2020/3/11,日本,1324,427,21,47,316,2,876,0.04097646
2020/3/12,日本,1387,511,26,63,84,5,850,0.071917808
2020/3/13,日本,1422,523,28,35,12,2,871,0.041176471
2020/3/14,日本,1483,660,28,61,137,0,795,0.070034443
2020/3/15,日本,1515,660,31,32,0,3,824,0.040251572
2020/3/16,日本,1547,660,35,32,0,4,852,0.038834951
2020/3/17,日本,1592,660,36,45,0,1,896,0.052816901
2020/3/18,日本,1633,660,40,41,0,4,933,0.045758929
2020/3/19,日本,1670,662,40,37,2,0,968,0.03965702
2020/3/20,日本,1728,686,41,58,24,1,1001,0.059917355
2020/3/21,日本,1766,686,44,38,0,3,1036,0.037962038
2020/3/22,日本,1813,799,49,47,113,5,965,0.045366795
2020/3/23,日本,1852,852,52,39,53,3,948,0.040414508
2020/3/24,日本,1921,872,52,69,20,0,997,0.07278481
2020/3/25,日本,2019,900,55,98,28,3,1064,0.098294885
2020/3/26,日本,2111,956,57,92,56,2,1098,0.086466165
2020/3/27,日本,2228,973,59,117,17,2,1196,0.106557377
2020/3/28,日本,2405,1005,62,177,32,3,1338,0.147993311
2020/3/29,日本,2578,1027,64,173,22,2,1487,0.129297459
2020/3/30,日本,2665,1027,66,87,0,2,1572,0.058507061
2020/3/31,日本,2929,1027,77,264,0,11,1825,0.167938931
2020/4/1,日本,3096,1075,79,167,48,2,1942,0.091506849
2020/4/2,日本,3207,1075,84,111,0,5,2048,0.05715757
2020/4/3,日本,3329,1117,85,122,42,1,2127,0.059570313
2020/4/4,日本,4209,1117,95,880,0,10,2997,0.413728256
2020/2/2,瑞典,1,0,0,0,0,0,1,0
2020/2/3,瑞典,1,0,0,0,0,0,1,0
2020/2/4,瑞典,1,0,0,0,0,0,1,0
2020/2/5,瑞典,1,0,0,0,0,0,1,0
2020/2/6,瑞典,1,0,0,0,0,0,1,0
2020/2/7,瑞典,1,0,0,0,0,0,1,0
2020/2/8,瑞典,1,0,0,0,0,0,1,0
2020/2/9,瑞典,1,0,0,0,0,0,1,0
2020/2/10,瑞典,1,0,0,0,0,0,1,0
2020/2/11,瑞典,1,0,0,0,0,0,1,0
2020/2/12,瑞典,1,0,0,0,0,0,1,0
2020/2/13,瑞典,1,0,0,0,0,0,1,0
2020/2/14,瑞典,1,0,0,0,0,0,1,0
2020/2/15,瑞典,1,0,0,0,0,0,1,0
2020/2/16,瑞典,1,0,0,0,0,0,1,0
2020/2/17,瑞典,1,0,0,0,0,0,1,0
2020/2/18,瑞典,1,0,0,0,0,0,1,0
2020/2/19,瑞典,1,0,0,0,0,0,1,0
2020/2/20,瑞典,1,0,0,0,0,0,1,0
2020/2/21,瑞典,1,0,0,0,0,0,1,0
2020/2/22,瑞典,1,0,0,0,0,0,1,0
2020/2/23,瑞典,1,0,0,0,0,0,1,0
2020/2/24,瑞典,1,0,0,0,0,0,1,0
2020/2/25,瑞典,1,0,0,0,0,0,1,0
2020/2/26,瑞典,2,0,0,1,0,0,2,1
2020/2/27,瑞典,7,0,0,5,0,0,7,2.5
2020/2/28,瑞典,11,0,0,4,0,0,11,0.571428571
2020/2/29,瑞典,13,0,0,2,0,0,13,0.181818182
2020/3/1,瑞典,13,0,0,0,0,0,13,0
2020/3/2,瑞典,15,0,0,2,0,0,15,0.153846154
2020/3/3,瑞典,30,0,0,15,0,0,30,1
2020/3/4,瑞典,52,0,0,22,0,0,52,0.733333333
2020/3/5,瑞典,94,0,0,42,0,0,94,0.807692308
2020/3/6,瑞典,136,0,0,42,0,0,136,0.446808511
2020/3/7,瑞典,161,0,0,25,0,0,161,0.183823529
2020/3/8,瑞典,203,0,0,42,0,0,203,0.260869565
2020/3/9,瑞典,261,1,0,58,1,0,260,0.285714286
2020/3/10,瑞典,355,1,0,94,0,0,354,0.361538462
2020/3/11,瑞典,500,1,1,145,0,1,498,0.40960452
2020/3/12,瑞典,687,1,1,187,0,0,685,0.375502008
2020/3/13,瑞典,775,1,1,88,0,0,773,0.128467153
2020/3/14,瑞典,961,1,2,186,0,1,958,0.240620957
2020/3/15,瑞典,1023,1,3,62,0,1,1019,0.064718163
2020/3/16,瑞典,1119,1,7,96,0,4,1111,0.09421001
2020/3/17,瑞典,1119,1,7,0,0,0,1111,0
2020/3/18,瑞典,1292,15,10,173,14,3,1267,0.155715572
2020/3/19,瑞典,1439,16,11,147,1,1,1412,0.116022099
2020/3/20,瑞典,1639,16,16,200,0,5,1607,0.141643059
2020/3/21,瑞典,1770,16,20,131,0,4,1734,0.081518357
2020/3/22,瑞典,1906,16,21,136,0,1,1869,0.078431373
2020/3/23,瑞典,2016,16,25,110,0,4,1975,0.058855003
2020/3/24,瑞典,2272,16,36,256,0,11,2220,0.129620253
2020/3/25,瑞典,2510,16,42,238,0,6,2452,0.107207207
2020/3/26,瑞典,2840,16,77,330,0,35,2747,0.134584013
2020/3/27,瑞典,3069,16,92,229,0,15,2961,0.083363669
2020/3/28,瑞典,3447,16,105,378,0,13,3326,0.127659574
2020/3/29,瑞典,3700,16,110,253,0,5,3574,0.076067348
2020/3/30,瑞典,4028,16,146,328,0,36,3866,0.091773923
2020/3/31,瑞典,4435,16,180,407,0,34,4239,0.105276772
2020/4/1,瑞典,4947,103,239,512,87,59,4605,0.120783204
2020/4/2,瑞典,5568,103,308,621,0,69,5157,0.13485342
2020/4/3,瑞典,6131,205,358,563,102,50,5568,0.109171999
2020/4/4,瑞典,6443,205,373,312,0,15,5865,0.056034483
2020/2/2,瑞士,0,0,0,0,0,0,0,0
2020/2/3,瑞士,0,0,0,0,0,0,0,0
2020/2/4,瑞士,0,0,0,0,0,0,0,0
2020/2/5,瑞士,0,0,0,0,0,0,0,0
2020/2/6,瑞士,0,0,0,0,0,0,0,0
2020/2/7,瑞士,0,0,0,0,0,0,0,0
2020/2/8,瑞士,0,0,0,0,0,0,0,0
2020/2/9,瑞士,0,0,0,0,0,0,0,0
2020/2/10,瑞士,0,0,0,0,0,0,0,0
2020/2/11,瑞士,0,0,0,0,0,0,0,0
2020/2/12,瑞士,0,0,0,0,0,0,0,0
2020/2/13,瑞士,0,0,0,0,0,0,0,0
2020/2/14,瑞士,0,0,0,0,0,0,0,0
2020/2/15,瑞士,0,0,0,0,0,0,0,0
2020/2/16,瑞士,0,0,0,0,0,0,0,0
2020/2/17,瑞士,0,0,0,0,0,0,0,0
2020/2/18,瑞士,0,0,0,0,0,0,0,0
2020/2/19,瑞士,0,0,0,0,0,0,0,0
2020/2/20,瑞士,0,0,0,0,0,0,0,0
2020/2/21,瑞士,0,0,0,0,0,0,0,0
2020/2/22,瑞士,0,0,0,0,0,0,0,0
2020/2/23,瑞士,0,0,0,0,0,0,0,0
2020/2/24,瑞士,0,0,0,0,0,0,0,0
2020/2/25,瑞士,1,0,0,1,0,0,1,0
2020/2/26,瑞士,1,0,0,0,0,0,1,0
2020/2/27,瑞士,6,0,0,5,0,0,6,5
2020/2/28,瑞士,15,0,0,9,0,0,15,1.5
2020/2/29,瑞士,24,0,0,9,0,0,24,0.6
2020/3/1,瑞士,27,0,0,3,0,0,27,0.125
2020/3/2,瑞士,38,0,0,11,0,0,38,0.407407407
2020/3/3,瑞士,46,2,0,8,2,0,44,0.210526316
2020/3/4,瑞士,66,3,0,20,1,0,63,0.454545455
2020/3/5,瑞士,111,3,1,45,0,1,107,0.714285714
2020/3/6,瑞士,210,3,1,99,0,0,206,0.925233645
2020/3/7,瑞士,228,3,1,18,0,0,224,0.087378641
2020/3/8,瑞士,281,3,2,53,0,1,276,0.236607143
2020/3/9,瑞士,337,3,2,56,0,0,332,0.202898551
2020/3/10,瑞士,497,3,3,160,0,1,491,0.481927711
2020/3/11,瑞士,645,3,4,148,0,1,638,0.301425662
2020/3/12,瑞士,868,4,7,223,1,3,857,0.349529781
2020/3/13,瑞士,1009,4,7,141,0,0,998,0.164527421
2020/3/14,瑞士,1139,4,11,130,0,4,1124,0.130260521
2020/3/15,瑞士,2220,4,13,1081,0,2,2203,0.961743772
2020/3/16,瑞士,2220,4,13,0,0,0,2203,0
2020/3/17,瑞士,2269,4,19,49,0,6,2246,0.022242397
2020/3/18,瑞士,3115,4,21,846,0,2,3090,0.376669635
2020/3/19,瑞士,3888,4,33,773,0,12,3851,0.250161812
2020/3/20,瑞士,5407,15,56,1519,11,23,5336,0.394443002
2020/3/21,瑞士,6863,131,80,1456,116,24,6652,0.272863568
2020/3/22,瑞士,7014,131,80,151,0,0,6803,0.02269994
2020/3/23,瑞士,8060,131,100,1046,0,20,7829,0.153755696
2020/3/24,瑞士,9117,131,122,1057,0,22,8864,0.135010857
2020/3/25,瑞士,9877,131,122,760,0,0,9624,0.085740072
2020/3/26,瑞士,11811,131,122,1934,0,0,11558,0.200955943
2020/3/27,瑞士,12928,131,197,1117,0,75,12600,0.096643018
2020/3/28,瑞士,14076,1530,264,1148,1399,67,12282,0.091111111
2020/3/29,瑞士,14829,1595,300,753,65,36,12934,0.061309233
2020/3/30,瑞士,15922,1823,359,1093,228,59,13740,0.084505953
2020/3/31,瑞士,16605,1823,433,683,0,74,14349,0.049708879
2020/4/1,瑞士,17768,2967,488,1163,1144,55,14313,0.081050944
2020/4/2,瑞士,18827,4013,536,1059,1046,48,14278,0.073988682
2020/4/3,瑞士,19606,4846,591,779,833,55,14169,0.054559462
2020/4/4,瑞士,20505,6415,666,899,1569,75,13424,0.063448373
2020/2/2,土耳其,0,0,0,0,0,0,0,0
2020/2/3,土耳其,0,0,0,0,0,0,0,0
2020/2/4,土耳其,0,0,0,0,0,0,0,0
2020/2/5,土耳其,0,0,0,0,0,0,0,0
2020/2/6,土耳其,0,0,0,0,0,0,0,0
2020/2/7,土耳其,0,0,0,0,0,0,0,0
2020/2/8,土耳其,0,0,0,0,0,0,0,0
2020/2/9,土耳其,0,0,0,0,0,0,0,0
2020/2/10,土耳其,0,0,0,0,0,0,0,0
2020/2/11,土耳其,0,0,0,0,0,0,0,0
2020/2/12,土耳其,0,0,0,0,0,0,0,0
2020/2/13,土耳其,0,0,0,0,0,0,0,0
2020/2/14,土耳其,0,0,0,0,0,0,0,0
2020/2/15,土耳其,0,0,0,0,0,0,0,0
2020/2/16,土耳其,0,0,0,0,0,0,0,0
2020/2/17,土耳其,0,0,0,0,0,0,0,0
2020/2/18,土耳其,0,0,0,0,0,0,0,0
2020/2/19,土耳其,0,0,0,0,0,0,0,0
2020/2/20,土耳其,0,0,0,0,0,0,0,0
2020/2/21,土耳其,0,0,0,0,0,0,0,0
2020/2/22,土耳其,0,0,0,0,0,0,0,0
2020/2/23,土耳其,0,0,0,0,0,0,0,0
2020/2/24,土耳其,0,0,0,0,0,0,0,0
2020/2/25,土耳其,0,0,0,0,0,0,0,0
2020/2/26,土耳其,0,0,0,0,0,0,0,0
2020/2/27,土耳其,0,0,0,0,0,0,0,0
2020/2/28,土耳其,0,0,0,0,0,0,0,0
2020/2/29,土耳其,0,0,0,0,0,0,0,0
2020/3/1,土耳其,0,0,0,0,0,0,0,0
2020/3/2,土耳其,0,0,0,0,0,0,0,0
2020/3/3,土耳其,0,0,0,0,0,0,0,0
2020/3/4,土耳其,0,0,0,0,0,0,0,0
2020/3/5,土耳其,0,0,0,0,0,0,0,0
2020/3/6,土耳其,0,0,0,0,0,0,0,0
2020/3/7,土耳其,0,0,0,0,0,0,0,0
2020/3/8,土耳其,0,0,0,0,0,0,0,0
2020/3/9,土耳其,0,0,0,0,0,0,0,0
2020/3/10,土耳其,1,0,0,1,0,0,1,0
2020/3/11,土耳其,1,0,0,0,0,0,1,0
2020/3/12,土耳其,1,0,0,0,0,0,1,0
2020/3/13,土耳其,5,0,0,4,0,0,5,4
2020/3/14,土耳其,6,0,0,1,0,0,6,0.2
2020/3/15,土耳其,18,0,0,12,0,0,18,2
2020/3/16,土耳其,47,0,0,29,0,0,47,1.611111111
2020/3/17,土耳其,98,0,1,51,0,1,97,1.085106383
2020/3/18,土耳其,191,0,2,93,0,1,189,0.958762887
2020/3/19,土耳其,359,0,4,168,0,2,355,0.888888889
2020/3/20,土耳其,670,0,9,311,0,5,661,0.876056338
2020/3/21,土耳其,947,0,21,277,0,12,926,0.419062027
2020/3/22,土耳其,1236,0,30,289,0,9,1206,0.312095032
2020/3/23,土耳其,1529,0,37,293,0,7,1492,0.242951907
2020/3/24,土耳其,1872,0,44,343,0,7,1828,0.229892761
2020/3/25,土耳其,2433,26,59,561,26,15,2348,0.306892779
2020/3/26,土耳其,3629,26,75,1196,0,16,3528,0.509369676
2020/3/27,土耳其,5698,26,92,2069,0,17,5580,0.586451247
2020/3/28,土耳其,7402,70,108,1704,44,16,7224,0.305376344
2020/3/29,土耳其,9217,105,131,1815,35,23,8981,0.251245847
2020/3/30,土耳其,10827,162,168,1610,57,37,10497,0.179267342
2020/3/31,土耳其,13531,243,214,2704,81,46,13074,0.257597409
2020/4/1,土耳其,15679,333,277,2148,90,63,15069,0.164295548
2020/4/2,土耳其,18135,415,356,2456,82,79,17364,0.162983609
2020/4/3,土耳其,20921,484,425,2786,69,69,20012,0.160446902
2020/4/4,土耳其,23934,786,501,3013,302,76,22647,0.150559664
2020/2/2,西班牙,0,0,0,0,0,0,0,0
2020/2/3,西班牙,0,0,0,0,0,0,0,0
2020/2/4,西班牙,1,0,0,1,0,0,1,0
2020/2/5,西班牙,1,0,0,0,0,0,1,0
2020/2/6,西班牙,1,0,0,0,0,0,1,0
2020/2/7,西班牙,1,0,0,0,0,0,1,0
2020/2/8,西班牙,1,0,0,0,0,0,1,0
2020/2/9,西班牙,2,0,0,1,0,0,2,1
2020/2/10,西班牙,2,0,0,0,0,0,2,0
2020/2/11,西班牙,2,0,0,0,0,0,2,0
2020/2/12,西班牙,2,0,0,0,0,0,2,0
2020/2/13,西班牙,2,0,0,0,0,0,2,0
2020/2/14,西班牙,2,0,0,0,0,0,2,0
2020/2/15,西班牙,2,0,0,0,0,0,2,0
2020/2/16,西班牙,2,0,0,0,0,0,2,0
2020/2/17,西班牙,2,0,0,0,0,0,2,0
2020/2/18,西班牙,2,0,0,0,0,0,2,0
2020/2/19,西班牙,2,0,0,0,0,0,2,0
2020/2/20,西班牙,2,0,0,0,0,0,2,0
2020/2/21,西班牙,2,0,0,0,0,0,2,0
2020/2/22,西班牙,2,0,0,0,0,0,2,0
2020/2/23,西班牙,2,0,0,0,0,0,2,0
2020/2/24,西班牙,3,2,0,1,2,0,1,0.5
2020/2/25,西班牙,7,2,0,4,0,0,5,4
2020/2/26,西班牙,13,2,0,6,0,0,11,1.2
2020/2/27,西班牙,13,2,0,0,0,0,11,0
2020/2/28,西班牙,41,2,0,28,0,0,39,2.545454545
2020/2/29,西班牙,58,2,0,17,0,0,56,0.435897436
2020/3/1,西班牙,74,2,0,16,0,0,72,0.285714286
2020/3/2,西班牙,124,3,0,50,1,0,121,0.694444444
2020/3/3,西班牙,165,3,1,41,0,1,161,0.338842975
2020/3/4,西班牙,193,3,1,28,0,0,189,0.173913043
2020/3/5,西班牙,248,3,2,55,0,1,243,0.291005291
2020/3/6,西班牙,387,3,5,139,0,3,379,0.572016461
2020/3/7,西班牙,516,30,10,129,27,5,476,0.340369393
2020/3/8,西班牙,674,30,17,158,0,7,627,0.331932773
2020/3/9,西班牙,1231,32,30,557,2,13,1169,0.888357257
2020/3/10,西班牙,1695,32,35,464,0,5,1628,0.396920445
2020/3/11,西班牙,2277,183,55,582,151,20,2039,0.357493857
2020/3/12,西班牙,3146,189,86,869,6,31,2871,0.426189308
2020/3/13,西班牙,4334,189,120,1188,0,34,4025,0.413793103
2020/3/14,西班牙,6393,571,195,2059,382,75,5627,0.511552795
2020/3/15,西班牙,7753,571,195,1360,0,0,6987,0.241691843
2020/3/16,西班牙,9191,571,309,1438,0,114,8311,0.205810791
2020/3/17,西班牙,11178,1028,491,1987,457,182,9659,0.239080736
2020/3/18,西班牙,14769,1081,638,3591,53,147,13050,0.371777617
2020/3/19,西班牙,17147,1081,767,2378,0,129,15299,0.182222222
2020/3/20,西班牙,21510,1588,1093,4363,507,326,18829,0.285182038
2020/3/21,西班牙,24926,1588,1326,3416,0,233,22012,0.181422274
2020/3/22,西班牙,28572,2575,1720,3646,987,394,24277,0.165636925
2020/3/23,西班牙,33089,3355,2182,4517,780,462,27552,0.186060881
2020/3/24,西班牙,42058,3355,2991,8969,0,809,35712,0.325529907
2020/3/25,西班牙,47610,3355,3434,5552,0,443,40821,0.15546595
2020/3/26,西班牙,56197,7015,4145,8587,3660,711,45037,0.210357414
2020/3/27,西班牙,65719,7015,4858,9522,0,713,53846,0.211426161
2020/3/28,西班牙,73232,12285,5982,7513,5270,1124,54965,0.139527542
2020/3/29,西班牙,80110,14709,6803,6878,2424,821,58598,0.125134176
2020/3/30,西班牙,87956,16780,7716,7846,2071,913,63460,0.133895355
2020/3/31,西班牙,95923,19259,8464,7967,2479,748,68200,0.12554365
2020/4/1,西班牙,104118,22647,9387,8195,3388,923,72084,0.12016129
2020/4/2,西班牙,112065,26743,10348,7947,4096,961,74974,0.110246379
2020/4/3,西班牙,119199,30513,11198,7134,3770,850,77488,0.095152986
2020/4/4,西班牙,124870,34219,11818,5671,3706,620,78833,0.073185526
2020/2/2,伊朗,0,0,0,0,0,0,0,0
2020/2/3,伊朗,0,0,0,0,0,0,0,0
2020/2/4,伊朗,0,0,0,0,0,0,0,0
2020/2/5,伊朗,0,0,0,0,0,0,0,0
2020/2/6,伊朗,0,0,0,0,0,0,0,0
2020/2/7,伊朗,0,0,0,0,0,0,0,0
