日期,歌单id,播放量
2020/5/18,4888920141,3329
2020/5/18,4895907284,3308
2020/5/18,4886278287,3304
2020/5/18,3226645390,3283
2020/5/18,4944550073,3123
2020/5/18,4991878928,3136
2020/5/18,3069615802,160000
2020/5/18,4884056862,3043
2020/5/18,4994035261,3047
2020/5/18,4955965649,2993
2020/5/18,4897541829,2993
2020/5/18,4940455846,150000
2020/5/18,4957019645,2892
2020/5/18,4881292101,2842
2020/5/18,3236305625,2804
2020/5/18,4925879186,140000
2020/5/18,4913771852,2770
2020/5/18,4992792421,2774
2020/5/18,2847944814,140000
2020/5/18,4997611705,2758
2020/5/18,4975406420,3081
2020/5/18,4897554119,2577
2020/5/18,4902774638,2493
2020/5/18,4990848633,2485
2020/5/18,4894292979,2468
2020/5/18,4881051532,2409
2020/5/18,3063786755,110000
2020/5/18,4935829529,2363
2020/5/18,4942356528,2283
2020/5/18,5011140195,2296
2020/5/18,4896542636,2241
2020/5/18,4960239097,2212
2020/5/18,3234870779,2207
2020/5/18,4946101699,2199
2020/5/18,4901228223,2165
2020/5/18,4924299113,2107
2020/5/18,4933211101,2090
2020/5/18,4980858378,2081
2020/5/18,4960917360,2102
2020/5/18,4887921479,2069
2020/5/18,4962397055,2077
2020/5/18,4947222634,2010
2020/5/18,4931678271,88379
2020/5/18,4912609759,1951
2020/5/18,4899694960,1926
2020/5/18,4963939064,1905
2020/5/18,4912846107,1909
2020/5/18,4897763411,1876
2020/5/18,3070686502,78895
2020/5/18,4929444829,1821
2020/5/18,3130607241,76132
2020/5/18,4999632960,1829
2020/5/18,4931523809,1779
2020/5/18,5007959923,1787
2020/5/18,4958475148,1745
2020/5/18,4945617451,1733
2020/5/18,4857159386,1708
2020/5/18,4985173173,1716
2020/5/18,4907892903,1619
2020/5/18,4920843700,1619
2020/5/18,4961043670,1569
2020/5/18,4895971455,62507
2020/5/18,4962976144,1565
2020/5/18,4899894744,1556
2020/5/18,4915785420,1514
2020/5/18,4933070809,1489
2020/5/18,4883426529,1464
2020/5/18,4879675481,670000
2020/5/18,4894491174,1426
2020/5/18,4955638185,1422
2020/5/18,4942869073,1393
2020/5/18,4904279838,1380
2020/5/18,4884221191,1363
2020/5/18,3190969407,1338
2020/5/18,4920116500,1292
2020/5/18,4926207823,1292
2020/5/18,4905779705,1254
2020/5/18,2902381056,46110
2020/5/18,4887596814,1241
2020/5/18,4949473223,1233
2020/5/18,4976119654,1225
2020/5/18,4963642890,1220
2020/5/18,4923727917,1191
2020/5/18,3017128691,42452
2020/5/18,4894998849,1157
2020/5/18,4959821342,1149
2020/5/18,4945093851,1099
2020/5/18,4929767629,1107
2020/5/18,4912783579,1094
2020/5/18,4964107663,1065
2020/5/18,4902104231,1048
2020/5/18,4948420848,1048
2020/5/18,5007957776,1069
2020/5/18,4997258648,1036
2020/5/18,4975660748,1019
2020/5/18,4984103648,1010
2020/5/18,4893228786,977
2020/5/18,2838986611,32271
2020/5/18,4991447404,918
2020/5/18,4991917189,914
2020/5/18,3095964867,30280
2020/5/18,4898822626,880
2020/5/18,4882200137,290000
2020/5/18,4975036084,868
2020/5/18,4981849966,863
2020/5/18,3102318465,270000
2020/5/18,4976099886,842
2020/5/18,4960124393,830
2020/5/18,3104368606,26882
2020/5/18,4939301532,821
2020/5/18,4930807193,800
2020/5/18,4948940356,25408
2020/5/18,4990082281,796
2020/5/18,4969137423,784
2020/5/18,4986173150,758
2020/5/18,5008428867,771
2020/5/18,5000457603,758
2020/5/18,4937747610,746
2020/5/18,4940754284,712
2020/5/18,5004108403,712
2020/5/18,3222121283,22262
2020/5/18,4982512345,21893
2020/5/18,2921539877,200000
2020/5/18,4948052665,666
2020/5/18,5005112603,670
2020/5/18,4918841443,653
2020/5/18,4951141183,653
2020/5/18,4976150069,637
2020/5/18,4936928962,19549
2020/5/18,3195373817,170000
2020/5/18,4991449837,586
2020/5/18,4936900949,582
2020/5/18,4964411149,557
2020/5/18,5000861067,548
2020/5/18,4992187210,515
2020/5/18,4945998896,498
2020/5/18,5001605799,490
2020/5/18,4996937799,477
2020/5/18,2928966674,610000
2020/5/18,4984000016,464
2020/5/18,4959033066,456
2020/5/18,5005438742,452
2020/5/18,5011438514,460
2020/5/18,4991472722,427
2020/5/18,4963693959,422
2020/5/18,5003384883,427
2020/5/18,4987522209,418
2020/5/18,4952836781,418
2020/5/18,4981903365,401
2020/5/18,4978214644,389
2020/5/18,3087790085,11544
2020/5/18,2943263755,88942
2020/5/18,4924723995,11023
2020/5/18,4947132485,359
2020/5/18,4993016111,347
2020/5/18,4996887072,334
2020/5/18,5000009912,334
2020/5/18,4987503506,330
2020/5/18,2926186604,370000
2020/5/18,5011105807,9818
2020/5/18,4929625296,317
2020/5/18,4959967972,317
2020/5/18,5009745539,305
2020/5/18,3125783201,66379
2020/5/18,4987779097,288
2020/5/18,4912549489,62461
2020/5/18,4955723385,259
2020/5/18,3090537472,57076
2020/5/18,4977132032,250
2020/5/18,4875546461,7315
2020/5/18,4970874149,233
2020/5/18,4882238181,6857
2020/5/18,4990896779,204
2020/5/18,4952153800,6424
2020/5/18,3102272704,190000
2020/5/18,3228104259,6172
2020/5/18,4996120692,177
2020/5/18,4954841350,175
2020/5/18,4972677455,177
2020/5/18,4903197167,179
2020/5/18,4998265156,168
2020/5/18,4970160184,5282
2020/5/18,3177567341,5131
2020/5/18,4978719901,164
2020/5/18,4955563876,5051
2020/5/18,3225276060,32695
2020/5/18,4885847926,4778
2020/5/18,4979365602,154
2020/5/18,4999726420,154
2020/5/18,4983056055,150
2020/5/18,3083666555,29121
2020/5/18,3071994939,29029
2020/5/18,5000767151,148
2020/5/18,4987153236,143
2020/5/18,5001207553,143
2020/5/18,4927153949,139
2020/5/18,5019469034,330000
2020/5/18,4879976171,3850
2020/5/18,4880785256,300000
2020/5/18,3173216380,24098
2020/5/18,4998730364,128
2020/5/18,4979865638,123
2020/5/18,5018030657,127
2020/5/18,5014768365,123
2020/5/18,4981441786,121
2020/5/18,5001034816,123
2020/5/18,3216881902,19100
2020/5/18,4891468996,18205
2020/5/18,4981945015,118
2020/5/18,3224375889,65716
2020/5/18,5015514747,113
2020/5/18,4894700667,16521
2020/5/18,5014716350,112
2020/5/18,4969094951,112
2020/5/18,4871309430,2564
2020/5/18,4951633974,2522
2020/5/18,4950696219,2136
2020/5/18,3130749033,11960
2020/5/18,4990057093,94
2020/5/18,3087648191,11078
2020/5/18,5013496960,89
2020/5/18,4991598269,1762
2020/5/18,3102266233,30230
2020/5/18,5010768658,1577
2020/5/18,5012148738,80
2020/5/18,5017991880,80
2020/5/18,5006397516,76
2020/5/18,4993863130,74
2020/5/18,4983964567,76
2020/5/18,4990853268,1166
2020/5/18,4991192024,67
2020/5/18,5019372903,71
2020/5/18,4991088511,65
2020/5/18,5011121723,5504
2020/5/18,4970975435,1136
2020/5/18,4996060324,64
2020/5/18,5005419417,62
2020/5/18,5014845304,60
2020/5/18,4987480582,60
2020/5/18,4955554827,4534
2020/5/18,4977180092,14673
2020/5/18,5009890076,58
2020/5/18,5016888850,60
2020/5/18,5000543583,750
2020/5/18,4942856546,763
2020/5/18,4990067730,55
2020/5/18,3045779826,28172
2020/5/18,4976835511,53
2020/5/18,4934815924,645
2020/5/18,5010909520,574
2020/5/18,3087795513,8373
2020/5/18,4943354933,456
2020/5/18,4906210000,443
2020/5/18,4858840221,7037
2020/5/18,4865514565,6680
2020/5/18,5008332449,422
2020/5/18,4946084383,28529
2020/5/18,4936809739,334
2020/5/18,4970429724,38
2020/5/18,4966309355,322
2020/5/18,4915557928,313
2020/5/18,4880089352,4946
2020/5/18,4873139711,1573
2020/5/18,4962858999,263
2020/5/18,4955630323,4274
2020/5/18,4868228584,19003
2020/5/18,5014178438,35
2020/5/18,3113923112,490000
2020/5/18,4924655204,8793
2020/5/18,3190992443,490000
2020/5/18,4987179585,179
2020/5/18,4993704643,166
2020/5/18,4939117494,340000
2020/5/18,5005828041,2014
2020/5/18,4890050434,3900
2020/5/18,4975739424,270000
2020/5/18,4924730133,5840
2020/5/18,4878946613,2984
2020/5/18,5007023866,1300
2020/5/18,2895044260,190000
2020/5/18,4980443184,414
2020/5/18,4974682089,190000
2020/5/18,4890146949,190000
2020/5/18,4921668335,180000
2020/5/18,4981494262,842
2020/5/18,4976141788,76
2020/5/18,3216462449,170000
2020/5/18,4937101751,204
2020/5/18,3086599778,160000
2020/5/18,5009183809,191
2020/5/18,4923064681,160000
2020/5/18,2731768583,140000
2020/5/18,4987440138,150
2020/5/18,4871438723,120000
2020/5/18,4885621440,1598
2020/5/18,4943932351,2489
2020/5/18,4878522228,120000
2020/5/18,4985945967,110000
2020/5/18,2981803692,110000
2020/5/18,3223011183,100000
2020/5/18,2938098694,100000
2020/5/18,4944490771,2186
2020/5/18,4889340129,96
2020/5/18,4892940786,91109
2020/5/18,4866284552,89105
2020/5/18,5008309140,89
2020/5/18,4883717460,77362
2020/5/18,4878452009,73956
2020/5/18,4987090620,137
2020/5/18,2842207383,62431
2020/5/18,4884483911,61276
2020/5/18,4878421498,59861
2020/5/18,4908714076,56467
2020/5/18,3213752362,56056
2020/5/18,2952108167,54014
2020/5/18,4878310035,51725
2020/5/18,3143811297,48609
2020/5/18,3195646734,48433
2020/5/18,4956732236,53
2020/5/18,4984681842,47068
2020/5/18,3094484910,46811
2020/5/18,3087573981,46312
2020/5/18,4974252616,44917
2020/5/18,3137652895,44006
2020/5/18,3226596849,43120
2020/5/18,5017904254,41713
2020/5/18,4985640865,76
2020/5/18,3035006308,41633
2020/5/18,3218030959,40163
2020/5/18,4907688071,38424
2020/5/18,2924176422,36408
2020/5/18,3209851124,35879
2020/5/18,3226626481,35358
2020/5/18,3104995874,35266
2020/5/18,2875456691,33317
2020/5/18,4880045539,32162
2020/5/18,3172564554,29978
2020/5/18,3227551215,29377
2020/5/18,2848216658,29163
2020/5/18,3143932206,28529
2020/5/18,2957380494,28151
2020/5/18,4985935946,17
2020/5/18,4871572374,27151
2020/5/18,4913099886,26362
2020/5/18,4895583045,24871
2020/5/18,4898107611,23980
2020/5/18,5007059606,23207
2020/5/18,4924419398,20444
2020/5/18,4887132558,19864
2020/5/18,3172218225,19285
2020/5/18,4911584395,17831
2020/5/18,3195589795,16706
2020/5/18,3231446644,16639
2020/5/18,4913615273,15038
2020/5/18,4937951586,51
2020/5/18,4966403188,14274
2020/5/18,3229409507,13774
2020/5/18,4881447491,12905
2020/5/18,3060601825,12707
2020/5/18,5014895444,670
2020/5/18,4970980478,10599
2020/5/18,4897607862,10288
2020/5/18,4858416068,9809
2020/5/18,4930237916,9839
2020/5/18,3223886763,9352
2020/5/18,4885441817,9217
2020/5/18,3237874291,9192
2020/5/18,4909840200,8764
2020/5/18,3227006319,8680
2020/5/18,5011181651,8562
2020/5/18,4878890601,8440
2020/5/18,3225423870,8390
2020/5/18,4907176779,8260
2020/5/18,4915285501,8071
2020/5/18,3176537562,7600
2020/5/18,4967112108,6722
2020/5/18,4952177578,6256
2020/5/18,4911578361,5353
2020/5/18,4919179289,5307
2020/5/18,3227461351,4706
2020/5/18,3227316017,4601
2020/5/18,5012981271,4471
2020/5/18,4887366511,4459
2020/5/18,4906071631,4320
2020/5/18,3169145543,4236
2020/5/18,4955557852,4228
2020/5/18,4884876852,4022
2020/5/18,4861850970,3967
2020/5/18,4957177147,3820
2020/5/18,4962825293,3635
2020/5/18,4915342824,3644
2020/5/18,4884834713,3556
2020/5/18,4993846413,3467
2020/5/18,4954318505,3283
2020/5/18,3210313471,3148
2020/5/18,4967062107,3157
2020/5/18,4884245740,2942
2020/5/18,4968536692,2892
2020/5/18,4936888335,2560
2020/5/18,4866190744,2548
2020/5/18,4860482314,2543
2020/5/18,4866071929,2405
2020/5/18,4894921552,2371
2020/5/18,2882978235,2149
2020/5/18,4929154579,2107
2020/5/18,5010864222,2199
2020/5/18,3227953598,2027
2020/5/18,4971010889,1964
2020/5/18,4958352724,1897
2020/5/18,4988192085,1708
2020/5/18,4943130368,1699
2020/5/18,4951089393,1666
2020/5/18,4946275780,1619
2020/5/18,4910258193,1468
2020/5/18,4933141282,1367
2020/5/18,4864054090,1300
2020/5/18,4926705026,1233
2020/5/18,4980626404,1094
2020/5/18,4907490785,1044
2020/5/18,4979150976,931
2020/5/18,4918436178,897
2020/5/18,4884282182,855
2020/5/18,4986593631,842
2020/5/18,4995046754,771
2020/5/18,4917543536,763
2020/5/18,4995269759,704
2020/5/18,5005132267,708
2020/5/18,4958170207,687
2020/5/18,4954050897,683
2020/5/18,4982224218,670
2020/5/18,4918210091,662
2020/5/18,4977975109,632
2020/5/18,4912106432,548
2020/5/18,4911724455,544
2020/5/18,4956292367,540
2020/5/18,5006808149,548
2020/5/18,4984514920,477
2020/5/18,3232676731,431
2020/5/18,4885210604,427
2020/5/18,4968079459,418
2020/5/18,4972428413,389
2020/5/18,5014151644,410
2020/5/18,4968744335,326
2020/5/18,5002452646,313
2020/5/18,4874976552,292
2020/5/18,4968146731,284
2020/5/18,5001356996,275
2020/5/18,4977950926,259
2020/5/18,4998026674,250
2020/5/18,4952328565,242
2020/5/18,5009645893,233
2020/5/18,4972589387,233
2020/5/18,4983261779,225
2020/5/18,4968431856,177
2020/5/18,4987066033,175
2020/5/18,4898387400,172
2020/5/18,4991512631,141
2020/5/18,4989795148,141
2020/5/18,5005385520,139
2020/5/18,4992886072,139
2020/5/18,5006046132,137
2020/5/18,5016141470,143
2020/5/18,4980511038,127
2020/5/18,5013489081,125
2020/5/18,5007414685,125
2020/5/18,4999080123,127
2020/5/18,5008340332,123
2020/5/18,5003223723,123
2020/5/18,5007530486,119
2020/5/18,4999501811,110
2020/5/18,4994055487,110
2020/5/18,5005836535,100
2020/5/18,5003931348,96
2020/5/18,4999455188,94
2020/5/18,4974558611,91
2020/5/18,5001843078,85
2020/5/18,5006503200,87
2020/5/18,5016950955,82
2020/5/18,5003208248,82
2020/5/18,5010506556,83
2020/5/18,5002297820,78
2020/5/18,5008855729,78
2020/5/18,5001741840,76
2020/5/18,4998765743,74
2020/5/18,5012155065,76
2020/5/18,5013903636,71
2020/5/18,5017432012,73
2020/5/18,5003053522,69
2020/5/18,4992246365,67
2020/5/18,5018692977,64
2020/5/18,5018876216,65
2020/5/18,4995128667,62
2020/5/18,5005852182,60
2020/5/18,5016964065,71
2020/5/18,5017409561,60
2020/5/18,5001301799,56
2020/5/18,5008315248,55
2020/5/18,5004220686,55
2020/5/18,5011576736,56
2020/5/18,4994107775,53
2020/5/18,4985790235,62
2020/5/18,5014912721,53
2020/5/18,5014278362,49
2020/5/18,5014180814,46
2020/5/18,5008740829,46
2020/5/18,5018575943,49
2020/5/18,5001546558,44
2020/5/18,5020075005,56
2020/5/18,5003731200,42
2020/5/18,5001866825,38
2020/5/18,5010802029,38
2020/5/18,5015830381,38
2020/5/18,5013713641,42
2020/5/18,5015645316,38
2020/5/18,4998203672,37
2020/5/18,5018383570,33
2020/5/18,5014265810,38
2020/5/18,5007925326,33
2020/5/18,5020665888,37
2020/5/18,5020146587,31
2020/5/18,5009451062,31
2020/5/18,5014351844,35
2020/5/18,5008914826,31
2020/5/18,5002217115,29
2020/5/18,5003739766,29
2020/5/18,5012196647,31
2020/5/18,5018559343,29
2020/5/18,5016405637,29
2020/5/18,5014541386,28
2020/5/18,5016277386,28
2020/5/18,5000026724,28
2020/5/18,5008204002,28
2020/5/18,5014620043,28
2020/5/18,4998406392,26
2020/5/18,5014260446,26
2020/5/18,5014467038,26
2020/5/18,5007928412,26
2020/5/18,5019243152,26
2020/5/18,5003892356,28
2020/5/18,5000796759,26
2020/5/18,4973532681,24
2020/5/18,5013386213,26
2020/5/18,4969102674,22
2020/5/18,5020484878,22
2020/5/18,5012281198,22
2020/5/18,5007308036,22
2020/5/18,5017641348,22
2020/5/18,5022823389,44
2020/5/18,5011701933,20
2020/5/18,5021041736,22
2020/5/18,5022178501,22
2020/5/18,5014917462,20
2020/5/18,5020395840,20
2020/5/18,5005402780,24
2020/5/18,5016755298,19
2020/5/18,5017082983,19
2020/5/18,5013093448,19
2020/5/18,5017428939,22
2020/5/18,5019004175,19
2020/5/18,5023675695,317
2020/5/18,5015465947,17
2020/5/18,5021723476,17
2020/5/18,5023488621,31
2020/5/18,5016463981,17
2020/5/18,5020101428,15
2020/5/18,5021913310,17
2020/5/18,5010023771,15
2020/5/18,5010350052,20
2020/5/18,5019811608,15
2020/5/18,5014536524,19
2020/5/18,5018530469,15
2020/5/18,5019699343,15
2020/5/18,5021655811,17
2020/5/18,5020915845,15
2020/5/18,5021279852,19
2020/5/18,5018251042,13
2020/5/18,5021436850,15
2020/5/18,5015765967,13
2020/5/18,5021549250,15
2020/5/18,5018435010,11
2020/5/18,5022206274,17
2020/5/18,5019241927,11
2020/5/18,5013297369,11
2020/5/18,5020518442,11
2020/5/18,5022240709,13
2020/5/18,5021527361,11
2020/5/18,5019273345,11
2020/5/18,5012746370,10
2020/5/18,5021750802,10
2020/5/18,5020510030,10
2020/5/18,5022577050,10
2020/5/18,5020774992,11
2020/5/18,5012322299,10
2020/5/18,5018601740,10
2020/5/18,5021143193,10
2020/5/18,5021955622,10
2020/5/18,4986082824,10
2020/5/18,5014344520,13
2020/5/18,5020500879,11
2020/5/18,5019297658,10
2020/5/18,5020963552,10
2020/5/18,5023055169,10
2020/5/18,5016416981,10
2020/5/18,5019451576,8
2020/5/18,5020509597,8
2020/5/18,5014308840,8
2020/5/18,5020922408,8
2020/5/18,5006245393,10
2020/5/18,5021666532,10
2020/5/18,5012983742,8
2020/5/18,5021167399,10
2020/5/18,5022346440,10
2020/5/18,5019571734,8
2020/5/18,5019980733,8
2020/5/18,5021660285,8
2020/5/18,5014304138,10
2020/5/18,5021885358,6
2020/5/18,5023314586,6
2020/5/18,5014391500,8
2020/5/18,5021494763,6
2020/5/18,5015619717,6
2020/5/18,5022971389,10
2020/5/18,5020010616,4
2020/5/18,5009177844,4
2020/5/18,5020101826,4
2020/5/18,5020405510,4
2020/5/18,5020450502,4
2020/5/18,5021617550,6
2020/5/18,5019892573,4
2020/5/18,5022599881,4
2020/5/18,5023391854,4
2020/5/18,5017748270,4
2020/5/18,5021823703,4
2020/5/18,5015582445,4
2020/5/18,5022870297,4
2020/5/18,5020877861,6
2020/5/18,5022865445,4
2020/5/18,5021710472,11
2020/5/18,5017445256,4
2020/5/18,5020481807,4
2020/5/18,5020522161,4
2020/5/18,5019302806,4
2020/5/18,5022476959,4
2020/5/18,5020443248,4
2020/5/18,5019159088,2
2020/5/18,5022365790,2
2020/5/18,5017906578,2
2020/5/18,5022467984,8
2020/5/18,5023318453,2
2020/5/18,5021053751,2
2020/5/18,5021459554,4
2020/5/18,5016405836,2
2020/5/18,5013210508,2
2020/5/18,5021483238,2
2020/5/18,5023605963,2
2020/5/18,5022392700,2
2020/5/18,5021449443,2
2020/5/18,5023007866,4
2020/5/18,5023641429,2
2020/5/18,5021574559,2
2020/5/18,5022539550,1
2020/5/18,5022907600,1
2020/5/18,5022317889,4
2020/5/18,2340173092,58530000
2020/5/18,2748492595,19360000
2020/5/18,2414707016,19150000
2020/5/18,2524826899,5180000
2020/5/18,2968950064,3050000
2020/5/18,2919852653,2750000
2020/5/18,2875321368,2320000
2020/5/18,4903385898,1880000
2020/5/18,4983181389,1340000
2020/5/18,2895448834,710000
2020/5/18,2903604475,700000
2020/5/18,4924225474,690000
2020/5/18,4893733399,580000
2020/5/18,2950275914,570000
2020/5/18,2735120361,570000
2020/5/18,2892381208,460000
2020/5/18,2739677431,360000
2020/5/18,4926327847,2020000
2020/5/18,2921819888,640000
2020/5/18,2931727640,430000
2020/5/18,4879561639,350000
2020/5/18,4894448996,320000
2020/5/18,2892054295,270000
2020/5/18,2693651565,200000
2020/5/18,2987103132,180000
2020/5/18,4938116985,120000
2020/5/18,3217572039,110000
2020/5/18,3138479105,110000
2020/5/18,3093292626,100000
2020/5/18,4938993771,91142
2020/5/18,4885576154,90689
2020/5/18,3159725910,87854
2020/5/18,3219292204,59798
2020/5/18,3163880182,46169
2020/5/18,4895068820,44892
2020/5/18,4891431738,43052
2020/5/18,3014418475,41427
2020/5/18,3090681276,40234
2020/5/18,3134126807,39919
2020/5/18,3103837443,36828
2020/5/18,5006349882,30797
2020/5/18,3098918081,28113
2020/5/18,3178631734,25723
2020/5/18,3076440628,24971
2020/5/18,4944364719,24417
2020/5/18,4924089810,23094
2020/5/18,2973698004,20246
2020/5/18,3233819644,13728
2020/5/18,4912487321,13102
2020/5/18,4983925786,10822
2020/5/19,2829816518,150980000
2020/5/19,5017504709,8801
2020/5/19,2859214503,9460000
2020/5/19,2829779628,18170000
2020/5/19,3029251622,830000
2020/5/19,2863447964,260000
2020/5/19,3110222208,360000
2020/5/19,2876067644,170000
2020/5/19,2871955672,1650000
2020/5/19,2866624523,3640000
2020/5/19,2869961759,490000
2020/5/19,2906492713,590000
2020/5/19,2550277551,19290000
2020/5/19,2543609929,3380000
2020/5/19,3099335800,5400000
2020/5/19,2686325543,430000
2020/5/19,2966247927,340000
2020/5/19,2848226139,3640000
2020/5/19,2781412735,2430000
2020/5/19,2751412365,780000
2020/5/19,2831688182,1490000
2020/5/19,3102314489,320000
2020/5/19,3102355272,630000
2020/5/19,3102272704,200000
2020/5/19,2738703582,640000
2020/5/19,4899659549,3580000
2020/5/19,3102318465,280000
2020/5/19,2930180903,570000
2020/5/19,3044288218,1580000
2020/5/19,2808572530,450000
2020/5/19,3236134881,3710000
2020/5/19,2819596401,2100000
2020/5/19,2839184829,880000
2020/5/19,2905981726,620000
2020/5/19,2991837660,1570000
2020/5/19,2924765628,2910000
2020/5/19,2622967273,4870000
2020/5/19,2860452195,1110000
2020/5/19,2710758663,790000
2020/5/19,2741461072,320000
2020/5/19,3019056054,590000
2020/5/19,2976956482,2680000
2020/5/19,2991059968,1500000
2020/5/19,2840368993,1220000
2020/5/19,2940759617,220000
2020/5/19,2941287037,240000
2020/5/19,2704695734,2910000
2020/5/19,3182755907,230000
2020/5/19,2802306619,6940000
2020/5/19,2712936322,21610000
2020/5/19,2939725092,5630000
2020/5/19,2768017642,3990000
2020/5/19,2756790661,1500000
2020/5/19,3101265037,19759
2020/5/19,2883560847,320000
2020/5/19,2816437068,20100000
2020/5/19,2341496595,20930000
2020/5/19,2863558174,180000
2020/5/19,3070608947,2220000
2020/5/19,2847614853,1060000
2020/5/19,4902383662,200000
2020/5/19,3224149419,940000
2020/5/19,2814796200,5600000
2020/5/19,2904364484,3340000
2020/5/19,2715808089,940000
2020/5/19,2930640226,1600000
2020/5/19,2866031102,800000
2020/5/19,2954650550,3000000
2020/5/19,2525632823,24050000
2020/5/19,3210184177,1380000
2020/5/19,2893532054,310000
2020/5/19,2830740622,3780000
2020/5/19,4928319592,700000
2020/5/19,2695036375,1050000
2020/5/19,2643377729,7770000
2020/5/19,2858603567,720000
2020/5/19,3036902708,370000
2020/5/19,2900909299,3300000
2020/5/19,2881804460,420000
2020/5/19,2839131415,4310000
2020/5/19,2984782686,2810000
2020/5/19,2929951612,850000
2020/5/19,2990177378,1270000
2020/5/19,2786175968,3070000
2020/5/19,2878734410,1710000
2020/5/19,2892898152,340000
2020/5/19,4915336524,1370000
2020/5/19,2950826843,450000
2020/5/19,3110333958,3380000
2020/5/19,3168980939,560000
2020/5/19,3200561023,770000
2020/5/19,4909137543,550000
2020/5/19,3064656976,15454
2020/5/19,4918824290,110000
2020/5/19,3182965703,15492
2020/5/19,3195063951,110000
2020/5/19,2895945034,22052
2020/5/19,3087257711,12636
2020/5/19,5009910734,22737
2020/5/19,3227472694,18151
2020/5/19,3231495476,20347
2020/5/19,3195528186,15227
2020/5/19,4911013533,12035
2020/5/19,4899887524,17886
2020/5/19,4900225181,11674
2020/5/19,2955924359,35224
2020/5/19,2926891518,130000
2020/5/19,4941563398,12153
2020/5/19,4932495004,30356
2020/5/19,3077943228,27794
2020/5/19,2896215780,36156
2020/5/19,4881719833,60037
2020/5/19,2989883013,160000
2020/5/19,2997452908,210000
2020/5/19,3188344408,230000
2020/5/19,2923649082,300000
2020/5/19,3180785195,9910
2020/5/19,4876832203,18289
2020/5/19,3119510985,150000
2020/5/19,4891302952,11111
2020/5/19,2918242005,86270
2020/5/19,2723108692,73095
2020/5/19,2890914010,76732
2020/5/19,3186308594,8495
2020/5/19,4931176732,14568
2020/5/19,2941834839,46450
2020/5/19,2949793491,36752
2020/5/19,2782124001,120000
2020/5/19,3227880770,110000
2020/5/19,3207561853,250000
2020/5/19,4861959823,9104
2020/5/19,3227464393,8503
2020/5/19,3227208138,88345
2020/5/19,3121581563,74968
2020/5/19,3138571767,220000
2020/5/19,3237880645,74275
2020/5/19,3224123156,41490
2020/5/19,3209020926,47055
2020/5/19,2822449259,140000
2020/5/19,3163253465,130000
2020/5/19,4882140285,54800
2020/5/19,3166016718,110000
2020/5/19,2887319492,98408
2020/5/19,4895326482,190000
2020/5/19,4875801044,24291
2020/5/19,3020320140,71768
2020/5/19,3233539744,120000
2020/5/19,3102355272,630000
2020/5/19,4959864126,190000
2020/5/19,3134261163,120000
2020/5/19,4889744902,21498
2020/5/19,4881319906,18239
2020/5/19,4959194862,130000
2020/5/19,3203827491,36555
2020/5/19,5014149244,16030
2020/5/19,4997821418,39436
2020/5/19,4993555764,41860
2020/5/19,4890013314,920000
2020/5/19,4880384987,42242
2020/5/19,4933470237,22078
2020/5/19,2777984205,340000
2020/5/19,2776722599,470000
2020/5/19,4861786434,74943
2020/5/19,2797283416,1590000
2020/5/19,4936858077,27445
2020/5/19,2883145616,2840000
2020/5/19,2541084980,39785
2020/5/19,2711946178,2230000
2020/5/19,4859079852,38222
2020/5/19,3217603871,24938
2020/5/19,2840691126,29801
2020/5/19,3198155167,950000
2020/5/19,2708691583,2210000
2020/5/19,2978035363,540000
2020/5/19,4881466186,28483
2020/5/19,4915961798,74078
2020/5/19,4864650891,13850
2020/5/19,2683746999,18150000
2020/5/19,4909442208,20624
2020/5/19,2687439153,2150000
2020/5/19,3029610378,41293
2020/5/19,3183149193,240000
2020/5/19,3128932473,110000
2020/5/19,2786804468,920000
2020/5/19,4969813582,49835
2020/5/19,4889693878,37576
2020/5/19,2991369744,730000
2020/5/19,2464078995,2440000
2020/5/19,2859547260,280000
2020/5/19,2362006321,36740000
2020/5/19,3227242523,10901
2020/5/19,4926388301,980000
2020/5/19,2825552570,390000
2020/5/19,3085593297,150000
2020/5/19,2702721710,150000
2020/5/19,2926665315,44174
2020/5/19,4892870009,30629
2020/5/19,2773594975,1840000
2020/5/19,2945426789,110000
2020/5/19,3001478311,510000
2020/5/19,4920822799,43842
2020/5/19,3231643590,64657
2020/5/19,3225241908,1510000
2020/5/19,2903998296,1040000
2020/5/19,2865211946,2130000
2020/5/19,2561623331,2390000
2020/5/19,2618915549,44570000
2020/5/19,2995650489,1570000
2020/5/19,2434987000,36360000
2020/5/19,4947651928,400000
2020/5/19,3223238736,13510
2020/5/19,2882042971,4610000
2020/5/19,2986686032,320000
2020/5/19,2825759982,780000
2020/5/19,2756057288,230000
2020/5/19,4906444489,11027
2020/5/19,4879834665,11628
2020/5/19,2884230478,19990
2020/5/19,4908673882,160000
2020/5/19,3110875084,92302
2020/5/19,4858517761,13547
2020/5/19,2232237850,158640000
2020/5/19,2928116437,61427
2020/5/19,2878288372,330000
2020/5/19,2727853808,1860000
2020/5/19,4912676360,46291
2020/5/19,4867118022,11074
2020/5/19,2697867308,1040000
2020/5/19,4864450403,100000
2020/5/19,2913623900,400000
2020/5/19,2709409904,100000
2020/5/19,2895367854,480000
2020/5/19,2838073717,27466
2020/5/19,4882062204,28697
2020/5/19,2679916677,620000
2020/5/19,2975510329,1600000
2020/5/19,2845364680,280000
2020/5/19,2806863490,110000
