日期,歌单id,播放量
2020/5/13,3214584675,3120000
2020/5/13,4872818571,280000
2020/5/13,3087102641,25030
2020/5/13,2870902341,2300000
2020/5/13,3033668435,81739
2020/5/13,4876226401,620000
2020/5/13,4915255921,76405
2020/5/13,2896190369,2720000
2020/5/13,2832357252,270000
2020/5/13,3189685502,91197
2020/5/13,2790947127,730000
2020/5/13,3230634962,17395
2020/5/13,3012142454,2680000
2020/5/13,3114571650,16000
2020/5/13,4936334734,66635
2020/5/13,3057213091,7957
2020/5/13,4879924824,6743
2020/5/13,3052330823,130000
2020/5/13,3020407831,1140000
2020/5/13,2916761187,630000
2020/5/13,2864800744,79097
2020/5/13,2584001962,2840000
2020/5/13,4860212479,8079
2020/5/13,2874960471,1180000
2020/5/13,3064104603,780000
2020/5/13,3029505227,970000
2020/5/13,3208561935,54178
2020/5/13,4903947580,9528
2020/5/13,4883079202,6895
2020/5/13,4981061966,7579
2020/5/13,4867708952,51213
2020/5/13,4966358322,27231
2020/5/13,3221778898,1570000
2020/5/13,2651036663,111770000
2020/5/13,2953854615,1160000
2020/5/13,2836076568,2290000
2020/5/13,4969079749,1990000
2020/5/13,2946602896,100000
2020/5/13,2894080795,760000
2020/5/13,2898257741,3060000
2020/5/13,3015279171,1180000
2020/5/13,3139357901,930000
2020/5/13,3186215562,100000
2020/5/13,4914162511,21158
2020/5/13,2994827194,160000
2020/5/13,3082891286,120000
2020/5/13,3168240296,40255
2020/5/13,3018821569,1190000
2020/5/13,2690912997,2200000
2020/5/13,3220931510,6428
2020/5/13,4868257678,20935
2020/5/13,2980925959,78576
2020/5/13,4979627647,820000
2020/5/13,3195822488,32754
2020/5/13,4879453483,130000
2020/5/13,3224377181,440000
2020/5/13,4974936239,780000
2020/5/13,3101613217,17760
2020/5/13,2810503639,1300000
2020/5/13,3111210053,13333
2020/5/13,2778997341,1480000
2020/5/13,3211824374,110000
2020/5/13,4909959513,660000
2020/5/13,4940515262,24136
2020/5/13,2868987314,1100000
2020/5/13,4900957679,13325
2020/5/13,2934475827,180000
2020/5/13,4872287400,490000
2020/5/13,3041183791,430000
2020/5/13,3179641209,21687
2020/5/13,3034715834,18613
2020/5/13,2907212090,3330000
2020/5/13,2916351616,750000
2020/5/13,2860495870,750000
2020/5/13,3088899719,2310000
2020/5/13,3140210379,72104
2020/5/13,2818432819,2150000
2020/5/13,2821845830,850000
2020/5/13,3084080514,36257
2020/5/13,2896051152,640000
2020/5/13,4972407802,36185
2020/5/13,4859389217,46706
2020/5/13,2411629173,11770000
2020/5/13,4984064399,29995
2020/5/13,3085667757,28483
2020/5/13,3087648191,10666
2020/5/13,3216200486,720000
2020/5/13,3018984478,1450000
2020/5/13,2769362599,300000
2020/5/13,2880742579,3280000
2020/5/13,3165659814,960000
2020/5/13,3060679347,840000
2020/5/13,4857465014,31259
2020/5/13,4889806799,310000
2020/5/13,4992098262,24493
2020/5/13,3010008474,670000
2020/5/13,4875649545,150000
2020/5/13,3238087612,15983
2020/5/13,4873950432,10305
2020/5/13,3020315106,240000
2020/5/13,2942132050,810000
2020/5/13,3004448259,700000
2020/5/13,3106401123,1050000
2020/5/13,2908141829,79181
2020/5/13,2940793253,2410000
2020/5/13,2832903555,4040000
2020/5/13,4890125786,11418
2020/5/13,2890980970,1170000
2020/5/13,4859767316,120000
2020/5/13,2812485332,4100000
2020/5/13,3007995558,3330000
2020/5/13,3229941142,170000
2020/5/13,4868483437,48290
2020/5/13,3185945149,540000
2020/5/13,3213102794,10935
2020/5/13,4926132340,130000
2020/5/13,3014927711,50965
2020/5/13,4991483318,29743
2020/5/13,2952846531,2290000
2020/5/13,4908052313,69113
2020/5/13,4935031355,530000
2020/5/13,2808486097,1620000
2020/5/13,2930256026,27151
2020/5/13,3045391469,100000
2020/5/13,4941481437,6290
2020/5/13,2862129796,890000
2020/5/13,3235993041,47152
2020/5/13,3225649802,7756
2020/5/13,4910784285,1230000
2020/5/13,2979562001,69878
2020/5/13,3212794775,92507
2020/5/13,4864199296,36996
2020/5/13,4945106473,46391
2020/5/13,3237296299,2410000
2020/5/13,2852560959,810000
2020/5/13,4908834437,97350
2020/5/13,2819526536,1710000
2020/5/13,4997929163,13505
2020/5/13,3116231957,21851
2020/5/13,3197460335,65077
2020/5/13,2902128439,1590000
2020/5/13,3017128691,41843
2020/5/13,3042446515,310000
2020/5/13,4910927472,840000
2020/5/13,5004756225,13598
2020/5/13,4940074003,10192
2020/5/13,2942969644,100000
2020/5/13,3198941866,1600000
2020/5/13,3205701726,14408
2020/5/13,3230546212,790000
2020/5/13,3196569458,210000
2020/5/13,3103688451,150000
2020/5/13,3172626150,8012
2020/5/13,4932286554,25324
2020/5/13,4861332155,7260
2020/5/13,3225389250,29839
2020/5/13,4883477523,7504
2020/5/13,2577388187,30790000
2020/5/13,3061409787,73893
2020/5/13,3068056809,56278
2020/5/13,4964718240,8079
2020/5/13,3106205625,27491
2020/5/13,3083802604,950000
2020/5/13,3094585001,78257
2020/5/13,3080593319,670000
2020/5/13,2924642202,650000
2020/5/13,2570049352,4470000
2020/5/13,3093929396,88135
2020/5/13,2721886682,5140000
2020/5/13,3048874765,370000
2020/5/13,2960542099,97707
2020/5/13,4861494518,73339
2020/5/13,2909473293,90391
2020/5/13,3087661992,76253
2020/5/13,3035109170,370000
2020/5/13,3110472204,36996
2020/5/13,3058730982,2700000
2020/5/13,2936255937,2890000
2020/5/13,3078266620,33187
2020/5/13,2738759532,3720000
2020/5/13,3088440273,79055
2020/5/13,3037726589,1540000
2020/5/13,3076626535,2290000
2020/5/13,3026238005,220000
2020/5/13,3116763088,41503
2020/5/13,4871550866,33258
2020/5/13,4900445224,19478
2020/5/13,3110463898,19226
2020/5/13,4952156751,19574
2020/5/13,4950305784,28621
2020/5/13,2806454809,20616
2020/5/13,3015809683,93860
2020/5/13,2764035779,220000
2020/5/13,3048185979,71121
2020/5/13,4894112858,110000
2020/5/13,2944398305,1300000
2020/5/13,4959820879,12489
2020/5/13,4878686059,6189
2020/5/13,4919185780,6080
2020/5/13,3170401019,6029
2020/5/13,4942745093,5971
2020/5/13,5004400238,6328
2020/5/13,4888735126,5765
2020/5/13,3086694743,5752
2020/5/13,4890062378,5614
2020/5/13,4885133469,390000
2020/5/13,4871414315,5332
2020/5/13,3130926975,370000
2020/5/13,4884353474,5294
2020/5/13,4907792021,5139
2020/5/13,4889479495,5152
2020/5/13,4917994455,5042
2020/5/13,3184595274,330000
2020/5/13,3102314489,310000
2020/5/13,4975209904,4841
2020/5/13,3228352033,4761
2020/5/13,4929232463,4530
2020/5/13,4859725820,4446
2020/5/13,4862635756,4328
2020/5/13,4890617591,4320
2020/5/13,5004630349,4404
2020/5/13,3204470304,4240
2020/5/13,4949167225,250000
2020/5/13,3027141720,250000
2020/5/13,4980160332,4156
2020/5/13,4891115827,4114
2020/5/13,2979201561,230000
2020/5/13,4893450124,3875
2020/5/13,4891066072,3866
2020/5/13,4920994991,3871
2020/5/13,3111369145,220000
2020/5/13,4884930414,3761
2020/5/13,4869837748,3778
2020/5/13,4927966471,3753
2020/5/13,3123319829,3766
2020/5/13,4905360089,3745
2020/5/13,4964295000,200000
2020/5/13,2832842727,200000
2020/5/13,4865560587,3518
2020/5/13,4984902606,3488
2020/5/13,4861389657,3425
2020/5/13,3226588018,3396
2020/5/13,4894067709,3400
2020/5/13,4924410632,3341
2020/5/13,4913670426,3308
2020/5/13,4883889100,3245
2020/5/13,4912936099,3211
2020/5/13,4910292652,3161
2020/5/13,4859596139,3136
2020/5/13,5004403354,3203
2020/5/13,4968085436,3119
2020/5/13,4874137152,3081
2020/5/13,3069615802,160000
2020/5/13,4863002928,2989
2020/5/13,5005479890,3455
2020/5/13,4947851583,2963
2020/5/13,4888920141,2947
2020/5/13,4955965649,2825
2020/5/13,4954791053,2867
2020/5/13,3230096231,2804
2020/5/13,4863151425,2774
2020/5/13,4925879186,130000
2020/5/13,4913771852,2703
2020/5/13,3204745769,2699
2020/5/13,4992792421,2653
2020/5/13,3216108507,2632
2020/5/13,4897541829,2632
2020/5/13,4939896417,2632
2020/5/13,3236305625,2606
2020/5/13,4991878928,2669
2020/5/13,4944550073,2707
2020/5/13,4957019645,2573
2020/5/13,4884056862,2514
2020/5/13,4985945967,110000
2020/5/13,4883039276,2468
2020/5/13,4902774638,2413
2020/5/13,4927854999,2413
2020/5/13,2847944814,110000
2020/5/13,4935829529,2359
2020/5/13,4897554119,2262
2020/5/13,4942356528,2224
2020/5/13,3032244138,2296
2020/5/13,4936284430,2249
2020/5/13,4994035261,2254
2020/5/13,3122731343,96884
2020/5/13,4960239097,2107
2020/5/13,4946101699,2048
2020/5/13,4901228223,2056
2020/5/13,2955034465,89244
2020/5/13,4894292979,2065
2020/5/13,4916431316,2035
2020/5/13,4933211101,1976
2020/5/13,4990848633,2010
2020/5/13,4896542636,1976
2020/5/13,3218871703,1947
2020/5/13,4881292101,2006
2020/5/13,4980858378,1947
2020/5/13,4859149921,1901
2020/5/13,4947222634,1897
2020/5/13,4912609759,1876
2020/5/13,3070686502,78597
2020/5/13,4960917360,1867
2020/5/13,4899694960,1796
2020/5/13,4897763411,1703
2020/5/13,3189244780,1645
2020/5/13,3234311430,1645
2020/5/13,4931523809,1636
2020/5/13,4945617451,1619
2020/5/13,4963939064,1628
2020/5/13,4958475148,1603
2020/5/13,4895971455,61839
2020/5/13,4912549489,60659
2020/5/13,4899894744,1527
2020/5/13,4985173173,1519
2020/5/13,4962976144,1506
2020/5/13,4961043670,1481
2020/5/13,3014561508,56854
2020/5/13,4902641747,1443
2020/5/13,4955638185,1409
2020/5/13,4942869073,1380
2020/5/13,3105127208,51973
2020/5/13,4931935293,51738
2020/5/13,4884221191,1330
2020/5/13,4910428960,1237
2020/5/13,4887596814,1220
2020/5/13,4999632960,1275
2020/5/13,4949473223,1199
2020/5/13,4976119654,1195
2020/5/13,4963642890,1183
2020/5/13,4923727917,1174
2020/5/13,2902381056,42359
2020/5/13,4920843700,1174
2020/5/13,2940302846,40776
2020/5/13,4901099218,1145
2020/5/13,4904279838,1128
2020/5/13,4894998849,1115
2020/5/13,5011140195,1212
2020/5/13,2921298407,380000
2020/5/13,2870884046,36059
2020/5/13,4975660748,981
2020/5/13,4964107663,977
2020/5/13,4893228786,939
2020/5/13,4929767629,943
2020/5/13,4991917189,905
2020/5/13,4875057255,905
2020/5/13,4997258648,889
2020/5/13,4959821342,905
2020/5/13,4940748153,880
2020/5/13,4991447404,863
2020/5/13,4926207823,884
2020/5/13,2845364680,270000
2020/5/13,4975036084,842
2020/5/13,4976099886,838
2020/5/13,4975406420,859
2020/5/13,3102318465,270000
2020/5/13,4981849966,809
2020/5/13,4939301532,817
2020/5/13,4960124393,796
2020/5/13,2863447964,250000
2020/5/13,4984103648,775
2020/5/13,4948420848,788
2020/5/13,3083747511,24056
2020/5/13,4948940356,23531
2020/5/13,4920967839,716
2020/5/13,4982512345,21653
2020/5/13,4940754284,687
2020/5/13,3222121283,21435
2020/5/13,4949963583,708
2020/5/13,4951141183,645
2020/5/13,4976150069,637
2020/5/13,4918841443,607
2020/5/13,3195373817,170000
2020/5/13,4944033911,624
2020/5/13,4986173150,603
2020/5/13,4990082281,603
2020/5/13,3213774818,18398
2020/5/13,4975273392,590
2020/5/13,3216881902,17836
2020/5/13,5007959923,805
2020/5/13,4872862966,540
2020/5/13,4999780098,536
2020/5/13,4936928962,16109
2020/5/13,4935289190,511
2020/5/13,4879675481,670000
2020/5/13,4964411149,473
2020/5/13,4945998896,464
2020/5/13,5005112603,502
2020/5/13,4957340189,481
2020/5/13,4991449837,452
2020/5/13,4984000016,427
2020/5/13,5000861067,435
2020/5/13,4989265680,422
2020/5/13,3168904807,12367
2020/5/13,4937747610,448
2020/5/13,4962688339,418
2020/5/13,4996937799,418
2020/5/13,3130749033,11741
2020/5/13,4987522209,393
2020/5/13,5004108403,427
2020/5/13,4924723995,11006
2020/5/13,4977180092,11540
2020/5/13,4978214644,380
2020/5/13,5001605799,389
2020/5/13,2943263755,85934
2020/5/13,4959033066,364
2020/5/13,5007957776,401
2020/5/13,4991472722,351
2020/5/13,4963693959,355
2020/5/13,4949015953,343
2020/5/13,5003384883,351
2020/5/13,2926186604,360000
2020/5/13,4993016111,309
2020/5/13,4992187210,313
2020/5/13,4987503506,309
2020/5/13,4959967972,296
2020/5/13,3186978831,310000
2020/5/13,4996887072,280
2020/5/13,4939476133,284
2020/5/13,4882200137,290000
2020/5/13,3231834485,8327
2020/5/13,4945454228,305
2020/5/13,4973991998,280
2020/5/13,4987779097,259
2020/5/13,3125783201,59861
2020/5/13,4961345424,267
2020/5/13,3087795513,7735
2020/5/13,5011438514,322
2020/5/13,3226336724,250000
2020/5/13,4985124839,238
2020/5/13,4875546461,7289
2020/5/13,4987780724,229
2020/5/13,5005438742,238
2020/5/13,4882238181,6840
2020/5/13,3140741810,6739
2020/5/13,4981903365,212
2020/5/13,4976189919,204
2020/5/13,4970287957,208
2020/5/13,4952153800,6399
2020/5/13,5009745539,208
2020/5/13,3102272704,190000
2020/5/13,3228104259,6122
2020/5/13,4993555764,8449
2020/5/13,4990896779,183
2020/5/13,4995489040,196
2020/5/13,2928966674,610000
2020/5/13,4975135548,187
2020/5/13,5011105807,5903
2020/5/13,5001124253,166
2020/5/13,4957957520,164
2020/5/13,4955563876,5009
2020/5/13,4885847926,4585
2020/5/13,3177567341,4538
2020/5/13,3095964867,29230
2020/5/13,3083666555,28953
2020/5/13,4972677455,154
2020/5/13,3102266233,28562
2020/5/13,4991672970,4253
2020/5/13,4887738587,4097
2020/5/13,4997896722,143
2020/5/13,5001207553,137
2020/5/13,4955061976,136
2020/5/13,5012156204,146
2020/5/13,4985345218,134
2020/5/13,4983056055,132
2020/5/13,3193920152,22712
2020/5/13,4879976171,3614
2020/5/13,4988989597,130
2020/5/13,4999277174,130
2020/5/13,4982486191,125
2020/5/13,4886278287,3245
2020/5/13,4998265156,127
2020/5/13,4993034865,128
2020/5/13,3126432057,75544
2020/5/13,4981441786,121
2020/5/13,4947514544,119
2020/5/13,4961486749,121
2020/5/13,4979865638,119
2020/5/13,4985651162,121
2020/5/13,4891468996,17911
2020/5/13,4943870565,2921
2020/5/13,4981547062,114
2020/5/13,4902012178,114
2020/5/13,5000767151,119
2020/5/13,4894700667,16143
2020/5/13,4981945015,110
2020/5/13,4987153236,114
2020/5/13,3224375889,60734
2020/5/13,4871309430,2527
2020/5/13,4984458921,116
2020/5/13,4951633974,2489
2020/5/13,4951662869,107
2020/5/13,4996120692,107
2020/5/13,4998730364,109
2020/5/13,4880785256,300000
2020/5/13,4959368159,98
2020/5/13,4887921479,2039
2020/5/13,4992907468,92
2020/5/13,4911549970,1834
2020/5/13,4965899022,85
2020/5/13,4960618424,83
2020/5/13,3167808636,8810
2020/5/13,4999726420,89
2020/5/13,3198786847,25996
2020/5/13,4980626452,76
2020/5/13,5001034816,82
2020/5/13,4991598269,1317
2020/5/13,3215543255,5950
2020/5/13,5000755248,67
2020/5/13,3101265037,19125
2020/5/13,3113892632,18936
2020/5/13,4993863130,65
2020/5/13,4880089352,4694
2020/5/13,4977980244,62
2020/5/13,5007118056,60
2020/5/13,4991088511,60
2020/5/13,4969094951,67
2020/5/13,5010768658,977
2020/5/13,4955554827,4517
2020/5/13,4916771560,792
2020/5/13,4990853268,813
2020/5/13,4947949445,742
2020/5/13,5013496960,64
2020/5/13,4994895822,53
2020/5/13,4975120397,55
2020/5/13,5000543583,674
2020/5/13,4890050434,3446
2020/5/13,3173216380,23686
2020/5/13,4864269492,51
2020/5/13,4983085598,55
2020/5/13,5006397516,53
2020/5/13,5011121723,3157
2020/5/13,4934815924,506
2020/5/13,4868228584,18541
2020/5/13,4858840221,6953
2020/5/13,4906210000,435
2020/5/13,4924655204,7176
2020/5/13,4865514565,6252
2020/5/13,4980443184,364
2020/5/13,4970975435,313
2020/5/13,4915557928,284
2020/5/13,4873139711,1569
2020/5/13,4955630323,4261
2020/5/13,4962858999,242
2020/5/13,4966309355,254
2020/5/13,4990067730,33
2020/5/13,5007023866,1250
2020/5/13,3190992443,490000
2020/5/13,5008332449,191
2020/5/13,4878946613,2900
2020/5/13,3113923112,470000
2020/5/13,5010909520,191
2020/5/13,4993704643,161
2020/5/13,4946084383,11998
2020/5/13,4924730133,5811
2020/5/13,4941239026,876
2020/5/13,3181779418,370000
2020/5/13,4939117494,330000
2020/5/13,4892251941,3446
2020/5/13,2932616940,290000
2020/5/13,4975739424,270000
2020/5/13,2798340228,210000
2020/5/13,2855959375,210000
2020/5/13,4974682089,190000
2020/5/13,4957965455,74
2020/5/13,4942856546,74
2020/5/13,4981494262,691
2020/5/13,2895044260,190000
2020/5/13,4943932351,2434
2020/5/13,4890146949,190000
2020/5/13,4921668335,180000
2020/5/13,3188480003,180000
2020/5/13,3216462449,170000
2020/5/13,4923064681,160000
2020/5/13,3086599778,160000
2020/5/13,5005828041,1439
2020/5/13,2397650960,160000
2020/5/13,4972545363,47
2020/5/13,2731768583,130000
2020/5/13,4878522228,110000
2020/5/13,4970874149,183
2020/5/13,4984278804,464
2020/5/13,3223011183,100000
2020/5/13,3107034233,110000
2020/5/13,3183280726,98148
2020/5/13,5009183809,91
2020/5/13,3085698805,92890
2020/5/13,4892940786,91084
2020/5/13,4866284552,88996
2020/5/13,3098893291,83994
2020/5/13,3064555711,79034
2020/5/13,4883717460,76715
2020/5/13,3138130785,75044
2020/5/13,4871438723,80428
2020/5/13,4878452009,73334
2020/5/13,4884483911,61230
2020/5/13,4878421498,59844
2020/5/13,4908714076,56379
2020/5/13,2952108167,51692
2020/5/13,4998289568,31
2020/5/13,4878310035,51251
2020/5/13,3195646734,47992
2020/5/13,3143811297,47719
2020/5/13,3094484910,46412
2020/5/13,4984681842,45959
2020/5/13,4974252616,44900
2020/5/13,3087573981,43561
2020/5/13,3226596849,42427
2020/5/13,3218030959,40079
2020/5/13,3137652895,39923
2020/5/13,3113848558,39554
2020/5/13,4907688071,36496
2020/5/13,5008309140,44
2020/5/13,3209851124,35438
2020/5/13,3226626481,35106
2020/5/13,2924176422,33678
2020/5/13,3104995874,32859
2020/5/13,4956732236,38
2020/5/13,4880045539,31360
2020/5/13,3183777321,29512
2020/5/13,3227551215,29331
2020/5/13,3172564554,29003
2020/5/13,3143932206,28117
2020/5/13,2957380494,26950
